Wiki URL,Country/Area,Plant name,Plant Name in Local Language / Script,Other Name(s),Unit name,Fuel,Capacity (MW),Status,Turbine/Engine Technology,Equipment Manufacturer/Model,CHP,Hydrogen capable?,CCS attachment?,Conversion/replacement?,Conversion from/replacement of (fuel),Conversion from/replacement of (GEM unit ID),Conversion to (fuel),Conversion to (GEM unit ID),Start year,Retired year,Planned retire,Operator(s),Owner(s),Parent(s),Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,Other IDs (location),Other IDs (unit),Captive industry use,Captive industry type,Captive non-industry use,GEM location ID,GEM unit ID
https://www.gem.wiki/Abfa_Mobile_power_plant,Iran,Abfa Mobile power plant,,,1,fossil gas: unknown,10,operating,internal combustion,,not found,not found,not found,,,,,,2019,,,,National Water And Wastewater Engineering Company Of Iran [100%],National Water And Wastewater Engineering Company Of Iran [100.0%],32.654954,51.66162,exact,Isfahan,,,Isfahan,Southern Asia,Asia,,,power,chemicals,,L100000409003,G100000413901
https://www.gem.wiki/Abu_Kammash_Power_Station,Libya,Abu Kammash Power Station,محطه كهرباء ابو كماش,,1,fossil liquids: light fuel oil,15,operating,gas turbine,,not found,not found,not found,,,,,,1982,,,,General Electricity Company of Libya,General Electricity Company of Libya,33.062484,11.822512,approximate,Zelten,,,,Northern Africa,Africa,,,,,power,L100001016698,G100001018615
https://www.gem.wiki/Abu_Kammash_Power_Station,Libya,Abu Kammash Power Station,محطه كهرباء ابو كماش,,2,fossil liquids: light fuel oil,15,operating,gas turbine,,not found,not found,not found,,,,,,1982,,,,General Electricity Company of Libya,General Electricity Company of Libya,33.062484,11.822512,approximate,Zelten,,,,Northern Africa,Africa,,,,,power,L100001016698,G100001018617
https://www.gem.wiki/Abu_Kammash_Power_Station,Libya,Abu Kammash Power Station,محطه كهرباء ابو كماش,,3,fossil liquids: light fuel oil,15,operating,gas turbine,,not found,not found,not found,,,,,,1982,,,,General Electricity Company of Libya,General Electricity Company of Libya,33.062484,11.822512,approximate,Zelten,,,,Northern Africa,Africa,,,,,power,L100001016698,G100001018618
https://www.gem.wiki/Abu_Qir_power_plant,Egypt,Abu Qir power plant,"محطة كهرباء أبو قير , محطة كهرباء أبو قير البخارية",Abu Kir,6,"fossil gas: natural gas, fossil liquids: fuel oil",24,operating,gas turbine,,not found,not found,not found,,,,,,1983,,,,West Delta Electricity Production Co [100%],Egyptian Electricity Holding Co [100.0%],31.3167,30.0667,approximate,Abu Qir,Abu Qir Bay,,Alexandria,Northern Africa,Africa,"World Resources Institute: WRI1000099, Global Energy Observatory: GEO1976",,power,chemicals,power,L100000406071,G100001018259
https://www.gem.wiki/AGGREKO_Aurahati_power_station,Bangladesh,AGGREKO Aurahati power station,,,1,fossil liquids: diesel,19.6,operating,internal combustion,,not found,,,,,,,,2018,,,,Aggreko Ltd [100%],Albion Jvco Ltd,23.6522,90.341507,exact,Dhaka,,,,Southern Asia,Asia,,,,,,L100000408318,G100000411870
https://www.gem.wiki/AGGREKO_Bramhangoan_power_station,Bangladesh,AGGREKO Bramhangoan power station,,,1,fossil liquids: diesel,19.6,operating,internal combustion,,not found,,,,,,,,2018,,,,Aggreko Ltd [100%],Albion Jvco Ltd,23.640384,90.458055,exact,Dhaka,,,,Southern Asia,Asia,,,,,,L100000408317,G100000411868
https://www.gem.wiki/Al_Dora_Gas_power_plant,Iraq,Al Dora Gas power plant,محطة كهرباء الدورة,,1,fossil gas: natural gas,37,operating,gas turbine,,not found,not found,not found,,,,,,,,,,Ministry of Electricity (Iraq) [100%],Ministry of Electricity (Iraq) [100.0%],33.263153,44.370952,exact,Dora,,,Baghdad,Western Asia,Asia,,,,,,L100000409190,G100000414060
https://www.gem.wiki/Al_Dora_Gas_power_plant,Iraq,Al Dora Gas power plant,محطة كهرباء الدورة,,2,fossil gas: natural gas,37,operating,gas turbine,,not found,not found,not found,,,,,,,,,,Ministry of Electricity (Iraq) [100%],Ministry of Electricity (Iraq) [100.0%],33.263153,44.370952,exact,Dora,,,Baghdad,Western Asia,Asia,,,,,,L100000409190,G100000414059
https://www.gem.wiki/Al_Dora_Gas_power_plant,Iraq,Al Dora Gas power plant,محطة كهرباء الدورة,,3,fossil gas: natural gas,37,operating,gas turbine,,not found,not found,not found,,,,,,,,,,Ministry of Electricity (Iraq) [100%],Ministry of Electricity (Iraq) [100.0%],33.263153,44.370952,exact,Dora,,,Baghdad,Western Asia,Asia,,,,,,L100000409190,G100000414058
https://www.gem.wiki/Al_Dora_Gas_power_plant,Iraq,Al Dora Gas power plant,محطة كهرباء الدورة,,4,fossil gas: natural gas,37,operating,gas turbine,,not found,not found,not found,,,,,,,,,,Ministry of Electricity (Iraq) [100%],Ministry of Electricity (Iraq) [100.0%],33.263153,44.370952,exact,Dora,,,Baghdad,Western Asia,Asia,,,,,,L100000409190,G100000414057
https://www.gem.wiki/Aleppo_OCGT_power_plant,Syria,Aleppo OCGT power plant,محطة حلب الحرارية,,GT,fossil liquids: fuel oil,30,operating,gas turbine,,not found,not found,not found,,,,,,,,,,Public Establishment of Electricity Generation [100%],Public Establishment of Electricity Generation [100.0%],36.175527,37.437828,exact,Jibrin,,,Aleppo,Western Asia,Asia,World Resources Institute: GEODB0041671,,,,power,L100000409192,G100000414040
https://www.gem.wiki/Al_Hamra_Independent_Power_Plant,United Arab Emirates,Al Hamra Independent Power Plant,,"Ras al-Khaimah Power Plant, Al-Hamra 2 power plant",1,fossil gas: natural gas,40,operating,internal combustion,"Wärtsilä: 34SG, Wärtsilä: 34SG, Wärtsilä: 34SG, Wärtsilä: 34SG",,,,,,,,,2012,,,Utico Middle East,Utico Middle East FZCO,Ghantoot Group LLC,25.686305,55.798446,approximate,Ras Al khamah,,Al Hamra,Ras Al Khaimah,Western Asia,Asia,,,power,"chemicals, industrial park",power,L100001005665,G100001006808
https://www.gem.wiki/Al-Jouf_power_plant,Saudi Arabia,Al-Jouf power plant,محطة كهرباء الجوف,,10,fossil gas: natural gas,24,operating,gas turbine,,not found,not found,not found,,,,,,,,,,Saudi Electricity Co [100%],Saudi Electricity Co [100.0%],29.775534,40.009985,exact,Sakaka,,,Al Jawf,Western Asia,Asia,World Resources Institute: WRI1030640,,power,other,power,L100000409125,G100000413702
https://www.gem.wiki/Al-Jouf_power_plant,Saudi Arabia,Al-Jouf power plant,محطة كهرباء الجوف,,4,fossil gas: natural gas,24,operating,gas turbine,,not found,not found,not found,,,,,,,,,,Saudi Electricity Co [100%],Saudi Electricity Co [100.0%],29.775534,40.009985,exact,Sakaka,,,Al Jawf,Western Asia,Asia,World Resources Institute: WRI1030640,,power,other,power,L100000409125,G100000413701
https://www.gem.wiki/Al-Jouf_power_plant,Saudi Arabia,Al-Jouf power plant,محطة كهرباء الجوف,,5,fossil gas: natural gas,24,operating,gas turbine,,not found,not found,not found,,,,,,,,,,Saudi Electricity Co [100%],Saudi Electricity Co [100.0%],29.775534,40.009985,exact,Sakaka,,,Al Jawf,Western Asia,Asia,World Resources Institute: WRI1030640,,power,other,power,L100000409125,G100000413700
